0	-inf	0.1	-15.3	1.040	-inf
0.1	-14.9779	1.33	0.32	0.5940.1	-14.9779
0.2	-10.1459	2.55	2.45	0.9830.2	-10.1459
0.3	-7.4142	3.78	2.75	0.9980.3	-7.4142
0.4	-5.54242	5	2.27	1.110.4	-5.54242
0.5	-4.14182	6.22	1.35	0.3980.5	-4.14182
0.6	-3.03925	7.45	0.157	0.5350.6	-3.03925
0.7	-2.14234	8.68	-1.23	0.9680.7	-2.14234
0.8	-1.39598	9.9	-2.75	0.4780.8	-1.39598
0.9	-0.764583
1	-0.223884
1.1	0.24344
1.2	0.650176
1.3	1.00604
1.4	1.31857
1.5	1.59376
1.6	1.83642
1.7	2.05052
1.8	2.23931
1.9	2.40553
2	2.55149
2.1	2.67919
2.2	2.79031
2.3	2.88633
2.4	2.96853
2.5	3.03805
2.6	3.09588
2.7	3.1429
2.8	3.1799
2.9	3.20759
3	3.22658
3.1	3.23746
3.2	3.24074
3.3	3.23688
3.4	3.22632
3.5	3.20944
3.6	3.1866
3.7	3.15812
3.8	3.12431
3.9	3.08544
4	3.04176
4.1	2.99353
4.2	2.94095
4.3	2.88423
4.4	2.82356
4.5	2.75911
4.6	2.69106
4.7	2.61956
4.8	2.54476
4.9	2.46678
5	2.38577
5.1	2.30183
5.2	2.21509
5.3	2.12564
5.4	2.0336
5.5	1.93905
5.6	1.84209
5.7	1.7428
5.8	1.64126
5.9	1.53755
6	1.43174
6.1	1.32391
6.2	1.21411
6.3	1.10241
6.4	0.988877
6.5	0.873558
6.6	0.756511
6.7	0.637788
6.8	0.517438
6.9	0.395509
7	0.272047
7.1	0.147095
7.2	0.0206936
7.3	-0.107116
7.4	-0.236295
7.5	-0.366808
7.6	-0.498619
7.7	-0.631694
7.8	-0.766001
7.9	-0.901507
8	-1.03818
8.1	-1.176
8.2	-1.31493
8.3	-1.45495
8.4	-1.59602
8.5	-1.73813
8.6	-1.88125
8.7	-2.02536
8.8	-2.17044
8.9	-2.31645
9	-2.46339
9.1	-2.61123
9.2	-2.75995
9.3	-2.90953
9.4	-3.05996
9.5	-3.21121
9.6	-3.36328
9.7	-3.51613
9.8	-3.66976
9.9	-3.82415
